orderid,productid,customerid,vendorid,sale_date,quantitysold,productsellingprice,totalsale,orderstatus,returndate,productname,category,subcategory,customername,customeremail,shippingaddress,billingaddress,vendorname,vendorphone,vendorrating
50287,15,394,15,2022-12-26,58,4,232,returned,2023-05-30,Crest,Groceries,Toothpaste,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Best Toothpaste pvt ltd,333.456.7890,3.4
39414,9,324,7,2023-12-06,42,8,336,returned,2023-12-08,Orange,Fruits,Citrus,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Health fruits,123.456.3333,4.6
93731,19,494,5,2023-10-29,12,7,84,placed,,Great Table Salt,Groceries,Salt,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Salt Company X,123.456.7890,4.9
33002,5,342,9,2022-06-29,42,9,378,placed,,Orange,Fruits,Citrus,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Health fruits,123.456.3333,4.6
50951,18,220,9,2022-07-05,11,6,66,shipped,,Horlics,Groceries,Biscuits,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Yummy Biscuits Co,444.456.7890,4.3
72321,9,234,13,2023-06-14,14,8,112,returned,2023-08-17,garlic,Vegetable,Allium,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Allium helium pte ltd,123.456.6666,3.6
98543,15,300,12,2023-03-15,4,9,36,shipped,,Potato,Vegetable,Root,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Ground Corporations,555.456.7890,4.1
48451,18,412,9,2022-04-16,11,3,33,placed,,lime,Fruits,Citrus,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Health fruits,123.456.3333,4.6
73231,3,357,8,2023-05-13,43,9,387,returned,2023-11-28,Mandarin,Fruits,Citrus,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Health fruits,123.456.3333,4.6
13552,10,498,8,2022-03-28,9,10,90,returned,2023-11-27,Dove,Groceries,Soap,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,United Soap company,234.456.1234,3.9
30416,5,202,14,2022-09-27,7,7,49,returned,2023-10-12,Onion,Vegetable,Root,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Ground Corporations,555.456.7890,4.1
48189,16,342,14,2022-11-13,7,3,21,placed,,Onion,Vegetable,Root,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Ground Corporations,555.456.7890,4.1
42337,15,399,2,2023-02-23,43,6,258,returned,2023-10-22,Mandarin,Fruits,Citrus,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Health fruits,123.456.3333,4.6
40702,4,179,9,2023-10-21,33,1,33,shipped,,Pepsudent,Groceries,Toothpaste,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Best Toothpaste pvt ltd,333.456.7890,3.4
35235,20,195,6,2022-07-19,33,4,132,placed,,Pepsudent,Groceries,Toothpaste,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Best Toothpaste pvt ltd,333.456.7890,3.4
71189,10,426,5,2022-03-06,7,10,70,placed,,Onion,Vegetable,Root,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Ground Corporations,555.456.7890,4.1
72026,5,175,1,2023-08-19,9,9,81,placed,,Dove,Groceries,Soap,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,United Soap company,234.456.1234,3.9
29905,8,158,13,2023-05-14,165,3,495,shipped,,Cashew,Fruits,Nuts,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Hard Nut Unlimited,123.456.3333,4.5
28412,9,117,6,2022-11-14,33,7,231,returned,2023-01-29,Pepsudent,Groceries,Toothpaste,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Best Toothpaste pvt ltd,333.456.7890,3.4
69456,6,365,6,2022-08-22,42,5,210,shipped,,DaburLal,Groceries,Toothpaste,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Best Toothpaste pvt ltd,333.456.7890,3.4
47648,12,264,9,2023-12-20,7,3,21,shipped,,Onion,Vegetable,Root,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Ground Corporations,555.456.7890,4.1
43509,6,165,10,2023-05-30,13,2,26,returned,2023-06-06,shallot,Vegetable,Allium,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Allium helium pte ltd,123.456.6666,3.6
51666,12,373,8,2022-12-12,165,2,330,shipped,,Cashew,Fruits,Nuts,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Hard Nut Unlimited,123.456.3333,4.5
37076,11,319,1,2022-07-25,4,6,24,returned,2022-09-24,Potato,Vegetable,Root,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Ground Corporations,555.456.7890,4.1
57828,11,121,13,2023-07-19,3,7,21,shipped,,ParleG,Groceries,Biscuits,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Yummy Biscuits Co,444.456.7890,4.3
51567,15,121,11,2022-12-06,12,10,120,placed,,Great Table Salt,Groceries,Salt,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Salt Company X,123.456.7890,4.9
78506,15,126,4,2022-09-06,4,5,20,shipped,,Methi,Vegetable,Leafy,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Green World,123.111.7890,1.1
97679,6,161,14,2022-07-10,321,7,2247,shipped,,RaspBerries,Fruits,Berries,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Mr Berry Straw,123.555.3333,3.5
34828,13,199,12,2023-06-17,4,9,36,placed,,Methi,Vegetable,Leafy,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Green World,123.111.7890,1.1
51185,19,198,7,2022-07-25,19,3,57,shipped,,HidenSeek,Groceries,Biscuits,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Yummy Biscuits Co,444.456.7890,4.3
99702,4,267,5,2022-04-07,22,3,66,placed,,Colgate,Groceries,Toothpaste,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Best Toothpaste pvt ltd,333.456.7890,3.4
13526,10,295,15,2022-04-27,4,6,24,shipped,,Potato,Vegetable,Root,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Ground Corporations,555.456.7890,4.1
54807,9,397,4,2023-05-23,14,2,28,shipped,,garlic,Vegetable,Allium,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Allium helium pte ltd,123.456.6666,3.6
28546,17,222,6,2022-12-15,136,3,408,shipped,,Almond,Fruits,Nuts,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Hard Nut Unlimited,123.456.3333,4.5
74401,2,473,2,2022-05-04,3,1,3,returned,2022-11-14,Asparagus,Vegetable,Stem,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Solid Stem inc,123.000.8888,2.1
16966,2,438,8,2022-11-25,33,9,297,shipped,,Pepsudent,Groceries,Toothpaste,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Best Toothpaste pvt ltd,333.456.7890,3.4
42131,14,470,10,2023-01-31,4,4,16,returned,2023-03-13,Potato,Vegetable,Root,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Ground Corporations,555.456.7890,4.1
71777,7,145,10,2022-12-24,13,9,117,returned,2023-12-08,shallot,Vegetable,Allium,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Allium helium pte ltd,123.456.6666,3.6
70414,20,493,3,2023-05-24,3,3,9,placed,,Spinech,Vegetable,Leafy,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Green World,123.111.7890,1.1
13505,20,373,2,2022-11-03,3,8,24,placed,,Asparagus,Vegetable,Stem,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Solid Stem inc,123.000.8888,2.1
17128,5,243,11,2023-07-02,11,4,44,placed,,lime,Fruits,Citrus,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Health fruits,123.456.3333,4.6
10766,3,352,3,2023-08-04,14,4,56,shipped,,garlic,Vegetable,Allium,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Allium helium pte ltd,123.456.6666,3.6
83057,12,480,3,2023-08-12,42,3,126,returned,2023-09-10,DaburLal,Groceries,Toothpaste,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Best Toothpaste pvt ltd,333.456.7890,3.4
47209,11,498,15,2022-08-11,4,5,20,returned,2023-08-02,Potato,Vegetable,Root,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Ground Corporations,555.456.7890,4.1
97536,1,110,2,2023-03-21,19,7,133,shipped,,HidenSeek,Groceries,Biscuits,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Yummy Biscuits Co,444.456.7890,4.3
39595,16,237,1,2022-10-16,13,4,52,returned,2022-12-08,shallot,Vegetable,Allium,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Allium helium pte ltd,123.456.6666,3.6
30636,4,108,3,2023-11-27,111,10,1110,placed,,StrawBerries,Fruits,Berries,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Mr Berry Straw,123.555.3333,3.5
13879,20,340,5,2023-08-07,22,6,132,placed,,Colgate,Groceries,Toothpaste,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Best Toothpaste pvt ltd,333.456.7890,3.4
16121,16,316,2,2022-08-18,5,1,5,placed,,Lux,Groceries,Soap,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,United Soap company,234.456.1234,3.9
84647,3,459,6,2022-12-12,165,2,330,shipped,,Cashew,Fruits,Nuts,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Hard Nut Unlimited,123.456.3333,4.5
88883,16,186,11,2022-05-17,7,1,7,shipped,,50-50,Groceries,Biscuits,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Yummy Biscuits Co,444.456.7890,4.3
83224,13,192,9,2022-11-17,43,5,215,returned,2023-07-21,Mandarin,Fruits,Citrus,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Health fruits,123.456.3333,4.6
83036,16,480,8,2023-06-12,111,9,999,placed,,StrawBerries,Fruits,Berries,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Mr Berry Straw,123.555.3333,3.5
55583,11,371,12,2022-08-05,9,1,9,returned,2023-11-18,Yummy Rock Salt,Groceries,Salt,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Salt Company X,123.456.7890,4.9
55492,18,492,8,2022-01-17,4,2,8,returned,2022-07-19,Methi,Vegetable,Leafy,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Green World,123.111.7890,1.1
16605,18,109,6,2022-09-28,5,6,30,returned,2023-05-11,Lux,Groceries,Soap,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,United Soap company,234.456.1234,3.9
20531,1,279,8,2022-06-04,321,6,1926,placed,,RaspBerries,Fruits,Berries,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Mr Berry Straw,123.555.3333,3.5
38793,16,376,14,2023-09-19,123,4,492,shipped,,BlueBerries,Fruits,Berries,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Mr Berry Straw,123.555.3333,3.5
51192,6,457,1,2023-10-01,13,5,65,returned,2023-10-23,shallot,Vegetable,Allium,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Allium helium pte ltd,123.456.6666,3.6
76493,17,378,12,2023-11-24,3,8,24,shipped,,Spinech,Vegetable,Leafy,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Green World,123.111.7890,1.1
21913,17,153,1,2022-10-19,7,1,7,shipped,,Onion,Vegetable,Root,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Ground Corporations,555.456.7890,4.1
78336,17,433,15,2022-11-01,15,3,45,returned,2023-03-23,Free Flow Pizza,Groceries,Salt,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Salt Company X,123.456.7890,4.9
39693,15,178,3,2022-08-11,6,1,6,returned,2023-03-17,Iodized for Health,Groceries,Salt,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Salt Company X,123.456.7890,4.9
92992,11,393,1,2022-06-06,3,6,18,returned,2023-07-14,Spinech,Vegetable,Leafy,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Green World,123.111.7890,1.1
40480,10,315,4,2022-01-04,43,5,215,shipped,,Mandarin,Fruits,Citrus,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Health fruits,123.456.3333,4.6
40333,2,270,6,2022-03-30,43,2,86,shipped,,Mandarin,Fruits,Citrus,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Health fruits,123.456.3333,4.6
91855,17,182,4,2023-06-24,42,2,84,returned,2023-07-17,Orange,Fruits,Citrus,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Health fruits,123.456.3333,4.6
82409,6,240,3,2023-05-11,5,7,35,returned,2023-09-08,Celery,Vegetable,Stem,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Solid Stem inc,123.000.8888,2.1
11106,3,373,14,2022-10-19,6,3,18,placed,,Cinthol,Groceries,Soap,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,United Soap company,234.456.1234,3.9
45249,18,231,12,2022-05-19,165,10,1650,shipped,,Cashew,Fruits,Nuts,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Hard Nut Unlimited,123.456.3333,4.5
67862,15,163,5,2022-01-02,123,9,1107,shipped,,BlueBerries,Fruits,Berries,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Mr Berry Straw,123.555.3333,3.5
26653,18,420,7,2023-08-22,19,10,190,placed,,HidenSeek,Groceries,Biscuits,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Yummy Biscuits Co,444.456.7890,4.3
90595,16,273,14,2022-01-25,136,7,952,returned,2023-02-20,Almond,Fruits,Nuts,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Hard Nut Unlimited,123.456.3333,4.5
19093,3,455,13,2023-06-02,43,4,172,shipped,,Mandarin,Fruits,Citrus,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Health fruits,123.456.3333,4.6
65553,1,190,12,2023-10-13,33,10,330,shipped,,Pepsudent,Groceries,Toothpaste,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Best Toothpaste pvt ltd,333.456.7890,3.4
51299,19,147,8,2023-12-05,9,6,54,returned,2023-12-29,Yummy Rock Salt,Groceries,Salt,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Salt Company X,123.456.7890,4.9
11960,2,300,12,2022-10-28,4,4,16,shipped,,Potato,Vegetable,Root,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Ground Corporations,555.456.7890,4.1
81006,11,343,9,2023-08-25,12,4,48,placed,,Great Table Salt,Groceries,Salt,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Salt Company X,123.456.7890,4.9
17557,3,308,7,2022-11-25,321,3,963,placed,,RaspBerries,Fruits,Berries,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Mr Berry Straw,123.555.3333,3.5
26421,5,181,12,2022-06-07,42,6,252,shipped,,Orange,Fruits,Citrus,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Health fruits,123.456.3333,4.6
64300,20,185,5,2022-05-31,42,1,42,placed,,Orange,Fruits,Citrus,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Health fruits,123.456.3333,4.6
59259,11,289,7,2023-03-28,11,8,88,returned,2023-08-21,lime,Fruits,Citrus,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Health fruits,123.456.3333,4.6
49217,4,402,11,2022-03-02,43,2,86,shipped,,Mandarin,Fruits,Citrus,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Health fruits,123.456.3333,4.6
47235,12,482,10,2023-10-22,11,6,66,returned,2023-12-29,lime,Fruits,Citrus,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Health fruits,123.456.3333,4.6
76898,15,109,14,2023-09-20,58,7,406,returned,2023-10-02,Crest,Groceries,Toothpaste,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Best Toothpaste pvt ltd,333.456.7890,3.4
99321,3,130,3,2023-12-20,22,6,132,returned,2023-12-27,Colgate,Groceries,Toothpaste,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Best Toothpaste pvt ltd,333.456.7890,3.4
55916,1,372,3,2022-07-09,6,5,30,placed,,Cinthol,Groceries,Soap,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,United Soap company,234.456.1234,3.9
71996,6,287,10,2022-07-08,58,9,522,shipped,,Crest,Groceries,Toothpaste,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Best Toothpaste pvt ltd,333.456.7890,3.4
15784,9,363,9,2022-12-21,4,8,32,returned,2023-03-30,Methi,Vegetable,Leafy,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Green World,123.111.7890,1.1
56888,5,354,3,2022-01-28,5,10,50,shipped,,Celery,Vegetable,Stem,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Solid Stem inc,123.000.8888,2.1
21169,10,489,12,2023-10-05,8,2,16,shipped,,Pears,Groceries,Soap,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,United Soap company,234.456.1234,3.9
79208,4,268,10,2022-07-09,3,3,9,returned,2023-08-27,Spinech,Vegetable,Leafy,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Green World,123.111.7890,1.1
11451,7,322,8,2022-09-11,7,4,28,returned,2023-02-12,50-50,Groceries,Biscuits,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Yummy Biscuits Co,444.456.7890,4.3
83685,17,394,2,2023-09-25,4,4,16,returned,2023-12-29,Potato,Vegetable,Root,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Ground Corporations,555.456.7890,4.1
81164,8,222,14,2023-05-03,165,4,660,shipped,,Cashew,Fruits,Nuts,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Hard Nut Unlimited,123.456.3333,4.5
34155,12,118,15,2022-04-07,43,6,258,shipped,,Mandarin,Fruits,Citrus,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Health fruits,123.456.3333,4.6
71338,4,186,15,2022-03-05,3,10,30,returned,2023-06-01,ParleG,Groceries,Biscuits,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Yummy Biscuits Co,444.456.7890,4.3
97143,19,377,4,2022-08-22,123,5,615,returned,2023-01-27,BlueBerries,Fruits,Berries,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Mr Berry Straw,123.555.3333,3.5
85943,9,370,13,2023-06-28,11,3,33,placed,,lime,Fruits,Citrus,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Health fruits,123.456.3333,4.6
37228,19,394,11,2022-07-12,12,10,120,shipped,,Great Table Salt,Groceries,Salt,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Salt Company X,123.456.7890,4.9
42738,20,128,10,2022-01-25,3,3,9,returned,2023-09-30,Asparagus,Vegetable,Stem,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Solid Stem inc,123.000.8888,2.1
42342,7,473,11,2022-12-10,3,3,9,placed,,Spinech,Vegetable,Leafy,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Green World,123.111.7890,1.1
99598,12,166,9,2022-06-09,4,4,16,placed,,Potato,Vegetable,Root,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Ground Corporations,555.456.7890,4.1
31610,16,272,7,2022-03-13,58,2,116,placed,,Crest,Groceries,Toothpaste,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Best Toothpaste pvt ltd,333.456.7890,3.4
49850,3,340,9,2022-11-14,43,7,301,returned,2023-04-09,Mandarin,Fruits,Citrus,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Health fruits,123.456.3333,4.6
16456,6,438,1,2022-09-01,42,4,168,returned,2023-09-03,Orange,Fruits,Citrus,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Health fruits,123.456.3333,4.6
78632,16,443,11,2023-06-17,5,10,50,shipped,,Lux,Groceries,Soap,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,United Soap company,234.456.1234,3.9
52895,12,341,14,2022-03-10,33,3,99,returned,2023-07-17,Pepsudent,Groceries,Toothpaste,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Best Toothpaste pvt ltd,333.456.7890,3.4
60871,17,204,1,2023-08-12,4,3,12,returned,2023-10-13,Methi,Vegetable,Leafy,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Green World,123.111.7890,1.1
80609,2,449,1,2023-09-30,136,1,136,returned,2023-12-06,Almond,Fruits,Nuts,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Hard Nut Unlimited,123.456.3333,4.5
20377,9,124,2,2022-10-27,42,10,420,returned,2023-02-19,Orange,Fruits,Citrus,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Health fruits,123.456.3333,4.6
33967,3,122,10,2022-01-20,4,5,20,placed,,Potato,Vegetable,Root,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Ground Corporations,555.456.7890,4.1
14107,2,273,13,2023-01-29,9,10,90,placed,,Dove,Groceries,Soap,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,United Soap company,234.456.1234,3.9
84475,16,161,13,2023-05-26,4,7,28,placed,,Potato,Vegetable,Root,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Ground Corporations,555.456.7890,4.1
